region,weather_station,year,yield_tonnes,planting_temp_mean,planting_temp_max_mean,planting_temp_min_mean,planting_heat_stress_days,planting_frost_days,planting_GDD,planting_total_rain,planting_rainy_days,planting_dry_days,planting_max_dry_streak,planting_humidity_mean,planting_wind_mean,planting_et0_total,growing_temp_mean,growing_temp_max_mean,growing_temp_min_mean,growing_heat_stress_days,growing_frost_days,growing_GDD,growing_total_rain,growing_rainy_days,growing_dry_days,growing_max_dry_streak,growing_humidity_mean,growing_wind_mean,growing_et0_total,boll_forming_temp_mean,boll_forming_temp_max_mean,boll_forming_temp_min_mean,boll_forming_heat_stress_days,boll_forming_frost_days,boll_forming_GDD,boll_forming_total_rain,boll_forming_rainy_days,boll_forming_dry_days,boll_forming_max_dry_streak,boll_forming_humidity_mean,boll_forming_wind_mean,boll_forming_et0_total,harvest_temp_mean,harvest_temp_max_mean,harvest_temp_min_mean,harvest_heat_stress_days,harvest_frost_days,harvest_GDD,harvest_total_rain,harvest_rainy_days,harvest_dry_days,harvest_max_dry_streak,harvest_humidity_mean,harvest_wind_mean,harvest_et0_total,planting_risk_score,growing_risk_score,boll_risk_score,harvest_risk_score,overall_risk_score,yield_deviation,overall_risk_label,planting_risk_label,growing_risk_label,boll_risk_label,harvest_risk_label
Kurdamir district,Ganja,2022,27.8,10.174044,15.431967,5.448361,0,14,46.499998569488525,54.3,13,48,17,58.504143,18.571077,188.79123,23.95381,29.826828,18.18618,15,0,1055.075002670288,95.9,19,104,34,49.17635,19.723246,736.0121,24.74713,30.522951,18.840164,9,0,560.0749988555908,12.400001,3,58,29,45.717148,19.163239,336.56754,15.952265,20.346153,12.001649,3,0,266.19999504089355,54.700005,14,76,31,62.111683,13.243396,236.19803,45.50637626647949,42.285713706697734,88.50080108642578,50.775399398803714,57.90679215839931,1.7308035881258654,0,1,1,1,0
Kurdamir district,Ganja,2023,28.3,12.685418,17.964754,8.086886,0,0,28.174999237060547,51.999996,16,44,10,64.01126,15.431105,177.91643,23.296001,28.751623,18.232925,13,0,991.8000054359436,203.4,32,90,15,58.373352,16.49921,613.3209,23.051844,28.107376,18.388523,10,0,473.30000352859497,126.200005,17,42,15,61.804047,14.430801,246.07498,15.595397,20.222527,11.541758,0,1,170.7249984741211,114.59999,26,64,21,66.175095,14.755354,213.88298,8.76387882232666,29.178571428571427,85.84955787658691,74.74856758117676,49.95316289493016,1.7911692266626213,0,0,1,0,0
Kurdamir district,Ganja,2024,25.8,12.066702,17.307377,7.0786886,0,3,60.90000057220459,69.7,12,49,20,66.91332,14.666017,179.6233,23.014044,28.371138,18.0561,5,0,958.5249981880188,229.09999,32,90,18,61.37605,17.41441,588.54364,23.01718,28.556557,18.232784,0,0,482.47499561309814,45.4,9,52,27,58.46203,15.643592,260.8542,14.1103735,18.643406,10.284066,0,0,197.3499994277954,132.50002,22,68,11,66.6957,13.422235,214.53024,20.38865566253662,16.464285714285715,86.34256172180176,67.06293449401855,45.60622132573808,1.4893410339788418,0,0,0,1,0
Lachin district,Ganja,2008,37.5,12.670203,18.313272,6.833762,0,4,37.042494773864746,124.49999,23,35,7,69.29626,10.831573,191.05685,20.845037,25.221615,16.13462,0,0,677.7054681777954,332.6,59,61,16,67.85301,12.1618595,540.24774,21.746403,26.082125,17.353436,0,0,385.35148429870605,128.8,21,39,16,66.903694,11.857562,232.7426,13.289385,17.346094,9.645543,0,1,128.84298944473267,119.20001,26,65,20,76.21229,9.425612,175.41539,18.86531162261963,17.971869448253088,82.87672233581543,78.88152885437012,46.71379055159433,0.7071067811865475,0,0,0,0,1
Lachin district,Ganja,2009,25.0,7.8295956,12.769007,2.851795,0,11,0.0,126.9,23,38,13,69.67737,10.5554695,153.02226,20.964212,25.611042,15.793565,0,0,655.7159662246704,332.6,56,66,13,65.0661,11.656524,563.1912,19.256098,23.381302,15.152614,0,0,243.42247819900513,189.10004,25,35,12,70.53437,10.331967,209.51328,13.541858,17.467522,9.946094,0,4,84.48248672485352,173.0,25,65,18,77.487274,8.883539,178.76295,60.0,17.785630260195052,75.72072982788086,86.90652465820312,51.866449751172745,-0.7071067811865475,1,1,0,0,1
Neftchala district,Lankaran,2000,6.9,12.514582,14.017654,11.08241,0,0,47.14700698852539,143.80002,19,39,12,83.47836,12.021096,150.64503,23.847803,25.413094,22.381388,0,0,1037.140034198761,166.70001,24,97,24,74.73753,12.195262,540.9593,24.74201,25.993067,23.500443,0,0,564.0520195960999,263.4,21,40,18,75.14682,12.022667,215.32706,17.369112,18.342165,16.405352,0,0,267.8600206375122,713.8,59,32,8,80.90424,11.395573,156.99594,9.902789115905762,10.285714285714285,82.99795913696289,78.31351089477539,42.24611845697675,-0.9394151048114799,1,0,0,0,1
Neftchala district,Lankaran,2001,9.9,12.863249,14.642245,11.393886,0,0,20.03000545501709,177.40001,24,37,6,83.41709,11.966145,139.76848,23.950617,25.472853,22.436268,0,0,1039.9110445976257,149.99998,28,95,31,72.652176,12.540556,544.9005,24.786848,26.162735,23.38815,0,0,565.8020210266113,161.6,19,42,7,73.79046,12.008854,223.46257,17.966732,19.334475,16.664143,0,0,325.7620244026184,482.99994,37,54,7,79.40776,11.261577,179.66104,7.578341960906982,13.285714285714285,83.71519470214844,77.69731140136719,43.22019212927137,-0.6283505005692681,1,0,0,0,1
Neftchala district,Lankaran,2002,10.0,11.95355,13.266017,10.539787,0,0,0.5710005760192871,241.29999,34,27,6,82.17494,13.166747,121.9836,23.091352,24.49765,21.66716,0,0,944.5490427017212,242.40001,31,91,45,74.735085,12.121622,512.41956,24.81089,26.023396,23.554546,0,0,566.6270208358765,122.99999,15,45,12,76.91036,10.926882,223.01463,19.59402,20.84711,18.355352,0,0,415.86802434921265,337.5,36,54,11,81.41745,11.12655,197.26883,13.642997741699219,15.0,83.56226348876953,78.52482986450195,44.893853187561035,-0.6179816804278611,1,0,0,0,1
Neftchala district,Lankaran,2003,12.1,9.084972,10.389788,7.786508,0,0,2.4890003204345703,329.7,33,26,5,82.34567,12.437018,109.18313,22.904087,24.322855,21.40131,0,0,914.6830358505249,178.6,28,93,20,75.99433,11.964835,516.31213,24.283367,25.494705,22.976673,0,0,532.8770170211792,193.30002,18,41,13,73.84271,11.345218,216.74887,18.556955,19.733374,17.408102,0,0,356.0800189971924,445.0,43,46,7,78.718735,11.795764,178.99095,32.766849517822266,8.571428571428571,82.61254501342773,77.4135971069336,44.73940192631312,-0.40023645745831277,0,1,0,0,0
Neftchala district,Lankaran,2004,14.9,11.723701,13.368475,10.133231,0,0,9.770003318786621,246.40001,28,32,10,79.879196,12.719135,140.94734,23.185408,24.707407,21.68261,0,0,947.4650444984436,205.00002,28,94,18,76.30301,11.947328,508.9185,24.92056,26.516836,23.523397,0,0,580.7270250320435,191.90001,12,49,22,73.87874,11.9889765,233.27646,18.423233,19.802607,17.184475,0,0,334.9790253639221,576.5,35,56,18,80.48598,11.491851,183.66902,15.17533016204834,7.7142857142857135,84.10384368896484,78.14128494262695,42.31435965810503,-0.10990949349891492,0,0,0,0,1
Neftchala district,Lankaran,2005,13.9,11.445457,12.950443,9.953721,0,0,30.516005039215088,144.0,20,41,9,82.48082,12.405065,140.54817,24.057661,25.49684,22.59968,0,0,1055.3900427818298,122.700005,29,93,29,73.50486,12.2947645,536.2913,25.217245,26.524214,23.929949,0,0,593.3520183563232,103.2,15,46,16,71.57398,11.182426,228.65825,18.795324,19.950407,17.670187,0,0,355.5660219192505,469.6,41,49,16,78.39899,10.685901,183.36063,17.030282974243164,12.428571428571429,84.11194229125977,77.28193664550781,44.35184420176915,-0.21359769491298555,0,0,0,0,0
Neftchala district,Lankaran,2006,8.2,12.153722,13.424213,10.863558,0,0,15.69200325012207,99.70002,26,34,8,85.39513,12.754799,129.60602,24.903627,26.56838,23.27326,0,0,1167.2690382003784,123.9,12,110,34,72.88951,11.064788,575.03894,25.626913,27.23815,24.013557,0,0,617.6770191192627,114.9,12,49,36,74.47091,10.696083,243.03154,18.571836,19.865242,17.334473,0,0,374.34402227401733,532.89996,48,42,7,79.49975,11.453095,178.5736,12.308521270751953,14.57142857142857,84.89552879333496,77.73518753051758,44.80378638676234,-0.8046204429731882,1,0,0,0,1
Neftchala district,Lankaran,2007,10.1,10.082754,11.202084,9.001263,0,0,1.1640009880065918,224.70001,39,21,4,84.528015,12.528655,111.55265,24.077055,25.661877,22.469194,0,0,1059.2330493927002,109.6,20,102,29,73.15621,11.275567,529.5485,25.792725,27.223394,24.321753,0,0,626.6270198822021,35.0,8,53,22,71.54073,11.670841,245.31525,18.957115,20.165794,17.7592,0,0,394.40502166748047,376.1,35,56,17,78.36246,12.275114,199.17729,26.114973068237305,12.428571428571429,84.87933731079102,77.26689147949219,45.9425094468253,-0.607612860286454,1,0,0,0,0
Neftchala district,Lankaran,2008,7.4,14.208059,15.850443,12.544704,0,0,42.7540078163147,67.9,18,42,12,82.42516,11.665447,163.75795,23.706816,25.120008,22.23708,0,0,1011.0830359458923,190.50002,36,87,30,75.26348,11.940237,518.1578,25.379574,26.829132,23.927494,0,0,602.5770225524902,171.0,18,43,22,72.95069,11.440733,230.25262,18.429802,19.502607,17.352057,0,0,329.6380205154419,450.8,49,41,7,79.470314,11.288311,172.51265,0.0,12.857142857142856,84.44660568237305,77.72306823730469,42.13529908316476,-0.8875710041044447,1,0,0,0,1
Neftchala district,Lankaran,2009,12.0,11.095831,12.658639,9.58241,0,0,3.63900089263916,201.29999,29,32,11,79.83644,13.479262,131.75308,23.611404,25.105371,22.224888,0,0,1004.3540329933167,182.09999,25,97,26,72.45601,12.254342,530.1472,23.242418,24.518478,21.983234,0,0,472.8020181655884,328.09995,24,37,18,74.125336,11.516863,198.39944,18.743858,19.833923,17.684473,0,0,338.74302673339844,508.4,40,49,14,81.46961,11.6260395,182.6876,19.361127853393555,11.142857142857144,77.2059154510498,78.54631042480469,42.30503323418753,-0.4106052775997198,0,0,0,0,1
Neftchala district,Lankaran,2010,7.5,11.282104,12.613558,9.943886,0,0,0.4570002555847168,252.6,30,30,5,85.261,13.117864,120.161224,25.885187,27.496025,24.246025,0,0,1284.158034324646,221.6,26,97,34,71.75985,11.564262,585.24945,26.226435,27.65372,24.655363,0,0,649.9270153045654,219.3,17,43,18,72.205124,11.997014,242.95177,19.709448,20.863594,18.532825,0,0,397.4030261039734,360.9,39,51,16,81.36788,10.948107,190.10843,18.11931037902832,14.57142857142857,85.35164260864258,78.50442123413086,45.927623953138074,-0.8772021839630376,1,0,0,0,1
Neftchala district,Lankaran,2011,12.4,10.608675,12.000443,9.257,0,0,3.2639999389648438,146.80002,29,32,10,84.03522,11.734035,122.80805,24.424818,25.877733,22.978138,0,0,1098.136037826538,291.3,30,89,24,74.85305,11.549921,520.0771,23.89023,25.166018,22.598803,0,0,511.3270206451416,359.79996,24,35,10,75.697464,11.580256,192.41833,16.265837,17.510298,15.0861225,0,0,284.653018951416,708.39996,49,42,9,79.14564,12.2665615,167.364,22.60883331298828,10.285714285714285,75.73695755004883,77.58938217163086,41.86510530199323,-0.3691299970340915,0,0,0,0,0
Neftchala district,Lankaran,2012,10.0,12.284766,13.921755,10.637328,0,0,67.51800775527954,199.0,23,36,8,80.84068,12.445788,151.41606,25.271568,26.748056,23.720007,0,0,1197.2860441207886,213.6,29,91,29,74.01702,11.3322315,545.8738,25.222952,26.576674,23.86028,0,0,592.8270215988159,166.3,17,43,18,74.843285,11.560865,223.66243,19.513021,20.571287,18.427881,0,0,419.8720269203186,492.6,46,45,10,80.055336,11.140078,183.84367,11.434892654418945,12.428571428571429,84.16951751708984,77.96396255493164,43.632112107958115,-0.6179816804278611,1,0,0,0,1
Neftchala district,Lankaran,2013,10.6,12.837977,14.351263,11.405361,0,0,25.584004402160645,138.3,22,38,9,82.09643,12.647425,146.45251,24.223988,25.587894,22.798056,0,0,1069.236041545868,157.79999,24,97,31,71.31761,11.600717,537.8967,24.208984,25.43323,23.01028,0,0,532.0270252227783,203.8,24,36,9,75.23754,12.330304,203.03893,18.08182,19.335024,16.9081,0,0,295.84502124786377,552.2,48,43,11,80.96125,12.371761,171.75266,7.7468180656433105,13.285714285714285,77.98712348937988,78.33698654174805,41.622993452208384,-0.5557687595794187,1,0,0,0,1
Neftchala district,Lankaran,2014,13.8,11.96646,13.73405,10.447984,0,0,21.084003448486328,142.99998,25,36,7,83.54037,12.602838,139.76685,25.61044,27.181797,24.039116,0,0,1243.5860395431519,85.5,19,104,60,70.78066,11.896605,590.52747,26.056385,27.626673,24.54143,0,0,645.6270189285278,109.30001,11,50,46,69.94342,11.741202,257.2575,17.22014,18.41909,16.002054,0,0,295.3500180244446,593.6,51,39,15,79.25714,11.829134,175.8389,13.55693244934082,20.178571701049805,85.32195663452148,77.63529205322266,47.34684934616089,-0.22396651505439258,0,0,0,0,0
Neftchala district,Lankaran,2015,11.5,11.158845,12.699625,9.745525,0,0,15.406003952026367,180.99998,29,32,6,83.271706,13.235044,127.197075,24.899887,26.342365,23.418383,0,0,1154.4290409088135,184.40001,25,97,42,72.7146,11.650194,562.6373,25.804678,27.168476,24.402084,0,0,627.4020261764526,153.50002,12,48,18,73.70538,11.09497,236.02954,18.507368,19.788319,17.284473,0,0,360.57802391052246,602.39996,41,49,13,81.08079,11.658362,181.48735,18.9410343170166,15.0,84.81905746459961,78.38620376586914,46.04480295181274,-0.46244937830675514,0,0,0,0,1
Neftchala district,Lankaran,2016,12.8,13.011715,14.643066,11.552082,0,0,29.655005931854248,175.29999,27,32,9,83.73052,12.540276,140.82704,24.874786,26.309439,23.366756,0,0,1148.5860433578491,182.3,33,90,23,74.39788,11.9653,537.10913,25.454306,26.77667,24.035694,0,0,604.2770233154297,270.49997,20,41,16,72.67626,12.218785,236.61986,16.497225,17.660849,15.380078,0,0,273.06802129745483,687.19995,50,39,8,79.39025,12.688645,162.73795,6.588566780090332,9.857142857142856,84.38902854919434,77.69010162353516,41.90136596815927,-0.3276547164684632,0,0,0,0,0
Neftchala district,Lankaran,2017,8.2,11.141457,14.457098,8.032509,0,0,3.7870001792907715,108.9,13,48,11,79.944984,15.937686,139.59555,24.548883,27.924139,21.028606,1,0,1104.0939846038818,51.2,12,109,20,70.73565,14.656088,576.06793,25.803276,28.964476,22.557098,1,0,627.0519952774048,105.9,15,46,16,69.41233,14.694962,254.25117,17.692675,20.264538,15.075528,0,0,297.14299154281616,420.1,36,54,9,77.552,15.335197,189.75075,19.056955337524414,27.750000272478374,86.79027938842773,76.93317985534668,51.53560420445033,-0.8046204429731882,1,0,0,1,0
Neftchala district,Lankaran,2018,14.4,11.879639,15.183329,8.746444,0,0,8.048998832702637,65.3,14,46,12,78.220856,14.809141,136.74461,24.963266,28.497309,21.226171,3,0,1151.515986442566,73.3,12,111,43,67.714035,13.50304,585.65704,24.425062,27.489882,21.474312,0,0,547.9079895019531,129.49998,18,43,23,69.23987,13.62362,230.33913,17.798948,20.355745,15.3519,0,0,326.58999395370483,503.9,47,44,15,77.76608,14.218441,186.52878,14.1357421875,29.78571319580078,85.17182159423828,77.02132797241211,51.13939228057861,-0.16175359420595023,0,0,1,0,0
Neftchala district,Lankaran,2019,31.6,11.444529,14.436606,8.589066,0,0,12.623997688293457,251.9,27,34,10,79.934525,15.094347,127.905556,24.939842,28.412756,21.302593,0,0,1150.9939856529236,111.5,18,105,29,67.06096,14.646931,607.2043,23.361813,26.299723,20.551361,0,0,483.45799589157104,233.0,22,39,15,71.88527,14.541602,212.35379,16.846292,19.267286,14.520581,0,0,257.20499420166016,399.2,46,44,8,80.381355,13.61427,162.94095,17.036476135253906,12.428571428571429,82.24666023254395,78.09820556640625,43.91562889644078,1.6216834701160647,0,0,0,0,1
Neftchala district,Lankaran,2020,38.6,11.286162,13.95546,8.57759,0,0,2.436999797821045,258.99997,24,36,12,83.14293,14.557997,118.514496,24.007591,27.506659,20.301779,0,0,1034.4879841804504,94.90001,18,105,43,68.08269,14.988363,578.5952,23.67298,26.804638,20.491524,0,0,497.0329909324646,92.9,14,47,16,69.61195,14.056958,226.75099,17.712158,20.288164,15.157945,0,0,324.60099506378174,428.00003,30,61,13,78.16214,14.173195,188.81093,18.092252731323242,16.821425318717957,84.41972351074219,77.18441009521484,46.34598660469055,2.347500880014559,0,0,0,0,0
Neftchala district,Lankaran,2021,32.9,12.193541,15.458738,8.912015,0,0,33.478997230529785,83.6,11,50,23,79.5911,16.044062,148.07108,24.896091,28.326172,21.297716,1,0,1150.6539936065674,118.499985,18,105,28,71.56839,13.984252,568.0113,24.87954,28.002182,21.621035,0,0,568.0079941749573,202.99998,14,47,23,70.44521,14.018778,237.41821,16.383724,18.90245,13.849154,0,0,225.42499446868896,449.3,42,49,14,79.06324,14.370014,165.4244,12.043063163757324,13.75,85.73410034179688,77.55545043945312,44.66000714302063,1.7564781319543563,0,0,0,0,0
Neftchala district,Lankaran,2022,27.6,11.446886,14.495624,8.328409,0,0,26.713998794555664,201.40002,20,41,15,77.42877,16.174938,141.80211,23.790092,27.182268,20.130236,0,0,1005.7789855003357,123.4,19,100,29,69.51548,15.024254,567.84094,25.134897,28.562017,21.52923,0,0,582.2829942703247,105.0,9,51,32,68.75277,13.960518,248.27907,18.37743,20.922232,15.969483,0,0,341.79599380493164,468.40002,37,53,13,78.03924,14.109335,181.67996,17.02075958251953,12.428571428571429,86.34855651855469,77.13380432128906,44.999180112566265,1.2069306644597821,0,0,0,1,0
Neftchala district,Lankaran,2023,29.2,13.57192,17.025951,10.296443,0,0,31.725996494293213,100.700005,14,47,9,79.50836,15.763288,151.9543,24.032146,27.162352,20.698528,1,0,1039.9569869041443,389.69998,28,92,24,73.61873,14.834091,533.1253,24.528687,27.70628,21.436607,0,0,553.3579940795898,322.90002,14,46,23,71.91394,14.563791,229.79552,18.511219,21.454647,15.790362,0,0,320.9029874801636,260.0,29,60,14,76.11495,13.012486,192.35005,2.8538641929626465,12.035714285714285,85.40932846069336,76.34145164489746,42.316381628172735,1.372831786722295,0,0,0,0,0
Neftchala district,Lankaran,2024,32.5,13.206485,16.236605,9.833327,0,0,48.84799766540527,123.100006,16,45,20,80.06457,14.7522,152.30147,23.838583,26.977795,20.621292,0,0,1023.256983757019,261.5,31,92,23,73.93837,14.368607,512.66547,24.713314,28.195627,21.557917,0,0,571.9829907417297,41.7,12,49,29,68.95623,14.055097,240.05116,17.330383,20.004648,14.796957,0,0,303.3969945907593,369.30002,36,54,15,76.657936,13.858782,185.9929,5.290101528167725,9.857142857142856,85.94641876220703,76.56503105163574,42.00505265848977,1.715002851388728,0,0,0,0,0
Saatli district,Sabirabad,2000,10.9,13.440371,19.86428,7.896246,0,3,103.21101021766663,68.399994,12,48,10,65.32198,15.089164,205.73402,26.780647,33.612625,20.565472,63,0,1428.955964565277,54.9,11,112,80,51.584366,18.651093,756.55664,26.83402,32.484768,22.042149,25,0,717.5709919929504,29.3,5,56,30,54.564705,16.715569,297.51556,16.31716,20.366495,13.076934,3,0,296.8200135231018,88.700005,16,75,18,69.65218,11.970272,194.1754,11.230863332748413,66.10714149475098,90.65401077270508,57.480309295654294,63.94573572397232,-1.3549869206934286,1,0,1,1,0
Saatli district,Sabirabad,2001,9.5,13.673568,19.845427,8.460181,0,0,55.9110107421875,99.8,16,45,8,68.739975,14.456152,191.45677,26.52941,32.892704,20.731733,52,0,1391.4029941558838,43.499996,13,110,37,52.355778,17.434584,731.325,26.680054,32.389687,21.654444,18,0,702.8459978103638,31.8,6,55,23,52.53657,16.327337,306.47598,16.975904,21.932428,12.902211,1,0,342.49701166152954,91.7,16,75,20,65.1664,12.933324,228.66843,2.1762149333953857,70.17857360839844,90.54965591430664,55.633223342895505,63.907741959095006,-1.5523424855052057,1,0,1,1,0
Saatli district,Sabirabad,2002,13.7,12.075857,17.155264,7.8019834,0,0,6.677002906799316,98.8,14,45,8,70.037704,14.520101,150.0704,25.459389,31.39677,20.000023,46,0,1264.292984008789,78.0,13,110,49,55.368042,16.900923,684.44257,26.809734,32.641327,21.838871,16,0,716.145993232727,12.400001,2,59,48,56.01262,15.606256,289.40604,18.622515,23.812647,14.314298,1,0,435.5490117073059,75.600006,10,81,21,67.49752,12.415565,238.54263,12.827620506286621,57.85714292526245,90.82584381103516,45.79309844970703,59.18371815681458,-0.9602757910698748,1,0,1,1,0
Saatli district,Sabirabad,2003,16.9,8.7039995,13.180673,4.7110004,0,3,8.994003295898438,129.9,21,38,11,75.018394,13.573945,123.85785,25.058933,31.267097,19.184982,36,0,1202.194995880127,67.799995,10,112,40,57.26671,15.289139,667.68823,26.012266,31.866741,20.801985,26,0,660.89599609375,10.5,2,59,42,54.0176,14.717925,293.39832,17.79747,22.5099,13.858253,5,0,382.91001987457275,65.6,15,76,28,65.46691,12.700406,229.15442,42.806671142578125,61.50000190734863,89.97569274902344,53.95696449279785,66.10725393295289,-0.5091773572143845,1,1,1,1,0
Saatli district,Sabirabad,2004,24.3,11.996927,17.61674,6.893787,0,1,33.67300748825073,101.0,18,42,11,68.91771,13.077008,170.1518,25.591587,31.81669,19.771975,45,0,1266.267002105713,97.600006,14,109,40,55.557465,16.596207,695.3995,26.83614,33.149525,21.100346,28,0,709.1209940910339,5.9999995,1,60,36,52.560688,16.096428,312.9191,17.63584,22.525835,13.60056,2,0,356.5630216598511,87.6,12,79,26,66.735725,12.311104,217.225,15.853819847106934,50.85714066028595,91.38362121582031,49.07941589355469,57.49792798995972,0.5339877710764372,0,0,1,1,0
Saatli district,Sabirabad,2005,21.4,12.263322,18.246246,7.007721,0,0,84.70900630950928,42.5,11,50,21,65.663315,15.048547,192.20511,26.792166,33.08539,21.051247,49,0,1422.902988910675,34.100002,7,116,87,52.11924,16.90413,729.1795,26.85212,32.279034,21.955263,17,0,708.6460027694702,30.899996,4,57,34,56.180557,14.445109,290.46112,17.731949,22.266495,13.918692,0,0,366.75501918792725,119.99999,18,73,20,69.093834,11.755664,210.20924,11.57785415649414,73.53571128845215,90.42820358276367,60.850403213500975,67.40698419570923,0.1251798153948988,0,0,1,1,0
Saatli district,Sabirabad,2006,20.1,12.760385,18.306904,8.066737,0,0,36.654006481170654,49.2,13,46,17,70.71068,13.719438,162.20282,27.578512,34.472786,21.079697,78,0,1511.9669766426086,19.0,4,118,43,52.577717,16.421108,763.2946,27.443993,33.943787,21.4569,33,0,744.2209930419922,28.1,5,56,41,54.39351,14.516431,318.38498,17.478355,21.887375,13.799464,2,0,369.851026058197,83.700005,17,73,15,67.489746,12.277782,216.6653,8.264102935791016,75.0,92.25537490844727,58.38989410400391,67.67471202850341,-0.058078923358893746,0,0,1,1,0
Saatli district,Sabirabad,2007,18.5,10.273705,14.930673,6.268376,0,0,4.308001518249512,107.6,18,43,14,72.386665,13.754734,136.21606,26.220486,32.40978,20.242708,50,0,1331.627984046936,69.0,15,107,34,55.274323,14.392608,683.5098,27.296656,33.32657,21.697887,30,0,732.7459845542908,0.5,0,61,61,53.63467,14.506402,311.81638,17.9004,22.748913,13.735727,8,2,408.8460183143616,50.9,8,81,34,65.500786,12.564939,240.75595,24.841970443725586,60.642856870378765,91.57794189453125,46.370911026000975,62.41245753696987,-0.28362814028663913,0,0,1,1,0
Saatli district,Sabirabad,2008,16.5,15.234394,22.013462,9.41018,0,0,95.54101181030273,43.4,11,49,12,67.975655,14.689709,214.68092,25.318571,31.225636,19.78661,39,0,1230.7530002593994,137.5,18,105,31,59.558743,15.59944,658.37445,26.400444,32.129032,21.279036,23,0,683.4459891319275,42.4,8,53,27,56.600567,15.154724,289.34647,17.128515,21.568691,13.344518,0,0,318.42501068115234,67.2,13,78,23,70.13253,11.527621,205.15073,0.0,48.285714285714285,90.26356887817383,52.27810325622559,54.235071866171694,-0.5655646614463206,1,0,1,1,0
Saatli district,Sabirabad,2009,19.7,10.980843,16.497887,6.191327,0,0,6.508001804351807,57.500004,13,47,8,69.274345,14.085067,162.36964,26.230865,32.524822,20.33539,38,0,1344.402991771698,40.5,6,115,50,51.502743,17.399555,730.843,24.22094,29.420017,19.619196,5,0,550.1960020065308,104.1,13,48,18,58.81388,15.606384,262.65155,17.532017,21.819242,14.014298,0,0,308.77601528167725,149.1,24,66,14,72.22633,11.820099,207.28676,20.127716064453125,71.25,87.29026412963867,72.94025344848633,68.64727466583251,-0.11446622759083035,0,0,1,1,0
Saatli district,Sabirabad,2010,11.6,11.483576,16.492968,7.3101807,0,0,2.6440019607543945,143.6,20,40,8,73.94957,14.5069065,143.16133,27.84333,34.2671,21.559372,74,0,1532.1339650154114,57.1,11,111,36,54.588604,16.389215,755.9636,27.405947,33.28641,22.016737,28,0,741.2459917068481,26.6,4,56,20,56.856186,14.303413,299.47906,18.636549,23.471989,14.798364,6,0,398.0570225715637,61.9,8,81,24,69.1505,11.897656,222.34135,16.776161193847656,65.32142925262451,91.53386306762695,42.87373580932617,62.536215171813964,-1.2563091382875402,1,0,1,1,0
Saatli district,Sabirabad,2011,18.7,11.049524,16.545425,6.4003444,0,3,11.563003063201904,52.6,16,44,8,69.72524,13.9506235,161.44916,26.458427,32.354088,20.900835,47,0,1368.6779899597168,120.5,18,105,45,57.557625,14.99194,669.14954,24.746311,29.449526,20.535593,9,0,579.0460071563721,84.700005,10,51,20,61.810978,12.6185665,232.44395,14.931717,19.243967,11.287374,0,7,287.964017868042,158.9,18,73,20,70.20948,11.700686,190.31471,27.169837951660156,50.0,87.32264709472656,78.80978622436524,62.093737754821774,-0.2554344881706711,0,1,1,1,1
Saatli district,Sabirabad,2012,22.9,12.257209,18.224117,6.7946067,0,7,91.55001211166382,65.6,13,48,15,69.391464,14.439962,188.83147,27.17873,33.30693,21.296368,46,0,1451.602984905243,84.5,11,112,35,56.89774,15.108713,697.8275,26.623022,32.425755,21.316738,23,0,693.6459975242615,42.899998,5,56,19,58.45564,13.341704,284.1176,18.851545,23.32199,15.121988,0,0,433.74502897262573,78.3,9,82,28,68.91498,11.367174,216.95898,29.118608474731445,55.5357141494751,90.58924102783203,44.57675666809082,60.44536273956298,0.3366322062646599,0,1,1,1,0
Saatli district,Sabirabad,2013,20.7,13.059259,19.015099,7.792148,0,2,43.823007583618164,37.2,9,51,17,67.564156,14.909876,188.73,26.00492,31.939049,20.224821,37,0,1301.57798910141,91.6,15,107,38,55.327843,15.534664,674.6688,25.448122,30.709358,20.832312,9,0,626.521002292633,41.7,6,55,31,58.768818,15.480783,266.74884,16.957224,21.509901,13.297264,0,0,298.82802152633667,99.1,17,74,12,70.15828,12.040237,204.0525,11.271604061126709,53.00000047683716,88.70539093017578,59.48870429992676,58.42566372394562,0.026502032989010396,0,0,1,1,0
Saatli district,Sabirabad,2014,16.6,12.673705,18.806086,7.4355907,0,1,55.55900812149048,39.2,9,51,9,66.39736,15.622475,191.96857,28.236862,35.142704,21.789455,71,0,1594.827959537506,21.8,7,114,61,49.17114,17.643724,799.3883,27.792933,34.166737,22.238867,34,0,774.8709888458252,11.300001,3,58,41,50.736202,16.92182,331.3595,16.552828,20.738474,13.140671,5,0,332.60600757598877,93.5,17,74,23,67.34859,12.998881,211.65382,11.341965675354004,75.0,92.50007629394531,58.33177146911621,68.20108345985413,-0.5514678353883363,1,0,1,1,0
Saatli district,Sabirabad,2015,15.0,11.068311,16.273296,6.533131,0,0,22.22400450706482,94.9,12,49,11,72.4083,14.480342,158.50887,27.260744,33.646366,21.212217,62,0,1467.3029770851135,45.3,9,112,60,53.230854,16.643112,751.384,27.273123,33.378216,21.813461,19,0,737.8459949493408,20.8,3,57,21,54.215153,15.483304,313.0815,17.4118,22.043417,13.540671,3,0,378.74200677871704,106.0,15,76,19,69.76486,12.975567,220.73416,19.54459571838379,69.53571510314941,91.63462829589844,55.726707458496094,66.59537000656128,-0.7770170523160818,1,0,1,1,0
