region,weather_station,year,yield_tonnes,planting_temp_mean,planting_temp_max_mean,planting_temp_min_mean,planting_heat_stress_days,planting_frost_days,planting_GDD,planting_total_rain,planting_rainy_days,planting_dry_days,planting_max_dry_streak,planting_humidity_mean,planting_wind_mean,planting_et0_total,growing_temp_mean,growing_temp_max_mean,growing_temp_min_mean,growing_heat_stress_days,growing_frost_days,growing_GDD,growing_total_rain,growing_rainy_days,growing_dry_days,growing_max_dry_streak,growing_humidity_mean,growing_wind_mean,growing_et0_total,boll_forming_temp_mean,boll_forming_temp_max_mean,boll_forming_temp_min_mean,boll_forming_heat_stress_days,boll_forming_frost_days,boll_forming_GDD,boll_forming_total_rain,boll_forming_rainy_days,boll_forming_dry_days,boll_forming_max_dry_streak,boll_forming_humidity_mean,boll_forming_wind_mean,boll_forming_et0_total,harvest_temp_mean,harvest_temp_max_mean,harvest_temp_min_mean,harvest_heat_stress_days,harvest_frost_days,harvest_GDD,harvest_total_rain,harvest_rainy_days,harvest_dry_days,harvest_max_dry_streak,harvest_humidity_mean,harvest_wind_mean,harvest_et0_total,planting_risk_score,growing_risk_score,boll_risk_score,harvest_risk_score,overall_risk_score,yield_deviation,overall_risk_label,planting_risk_label,growing_risk_label,boll_risk_label,harvest_risk_label
Bilasuvar district,Lankaran,2021,24.8,12.193541,15.458738,8.912015,0,0,33.478997230529785,83.6,11,50,23,79.5911,16.044062,148.07108,24.896091,28.326172,21.297716,1,0,1150.6539936065674,118.499985,18,105,28,71.56839,13.984252,568.0113,24.87954,28.002182,21.621035,0,0,568.0079941749573,202.99998,14,47,23,70.44521,14.018778,237.41821,16.383724,18.90245,13.849154,0,0,225.42499446868896,449.3,42,49,14,79.06324,14.370014,165.4244,12.043063163757324,13.75,85.73410034179688,77.55545043945312,44.66000714302063,0.8875465275344631,0,0,0,0,0
Bilasuvar district,Lankaran,2022,24.0,11.446886,14.495624,8.328409,0,0,26.713998794555664,201.40002,20,41,15,77.42877,16.174938,141.80211,23.790092,27.182268,20.130236,0,0,1005.7789855003357,123.4,19,100,29,69.51548,15.024254,567.84094,25.134897,28.562017,21.52923,0,0,582.2829942703247,105.0,9,51,32,68.75277,13.960518,248.27907,18.37743,20.922232,15.969483,0,0,341.79599380493164,468.40002,37,53,13,78.03924,14.109335,181.67996,17.02075958251953,12.428571428571429,86.34855651855469,77.13380432128906,44.999180112566265,0.7661311338908975,0,0,0,1,0
Bilasuvar district,Lankaran,2023,27.5,13.57192,17.025951,10.296443,0,0,31.725996494293213,100.700005,14,47,9,79.50836,15.763288,151.9543,24.032146,27.162352,20.698528,1,0,1039.9569869041443,389.69998,28,92,24,73.61873,14.834091,533.1253,24.528687,27.70628,21.436607,0,0,553.3579940795898,322.90002,14,46,23,71.91394,14.563791,229.79552,18.511219,21.454647,15.790362,0,0,320.9029874801636,260.0,29,60,14,76.11495,13.012486,192.35005,2.8538641929626465,12.035714285714285,85.40932846069336,76.34145164489746,42.316381628172735,1.2973234810814962,0,0,0,0,0
Bilasuvar district,Lankaran,2024,35.9,13.206485,16.236605,9.833327,0,0,48.84799766540527,123.100006,16,45,20,80.06457,14.7522,152.30147,23.838583,26.977795,20.621292,0,0,1023.256983757019,261.5,31,92,23,73.93837,14.368607,512.66547,24.713314,28.195627,21.557917,0,0,571.9829907417297,41.7,12,49,29,68.95623,14.055097,240.05116,17.330383,20.004648,14.796957,0,0,303.3969945907593,369.30002,36,54,15,76.657936,13.858782,185.9929,5.290101528167725,9.857142857142856,85.94641876220703,76.56503105163574,42.00505265848977,2.5721851143389327,0,0,0,0,0
Ganja city,Ganja,2002,26.2,8.963509,13.273106,4.704254,0,4,0.0,165.0,31,29,5,74.03964,11.041138,138.90828,20.371698,24.770393,15.597223,0,0,643.4039602279663,396.8,67,54,8,69.07095,11.717817,524.00037,21.58974,26.050156,17.122286,0,0,371.25947856903076,151.1,30,30,8,69.82747,10.59405,225.80519,14.502503,19.31972,10.235653,0,2,183.30648708343506,67.9,20,70,18,72.27679,8.868624,202.98253,43.57661056518555,16.258373417173114,76.09163284301758,70.76103019714355,46.48148533412389,1.3288412177277023,0,1,0,0,0
Ganja city,Ganja,2003,12.8,5.7543225,10.073928,1.4501555,0,21,0.0,163.7,27,34,5,77.54065,9.617107,126.04355,20.670158,25.122425,15.861859,0,0,636.8134608268738,223.59999,46,76,7,67.5696,10.747326,532.9391,20.856607,25.280483,16.325567,0,0,326.60798025131226,68.6,18,43,9,66.27054,10.841828,230.27841,13.38263,17.571367,9.555984,0,3,110.58398342132568,125.90001,32,59,8,73.788315,9.3627405,184.83257,60.0,16.15932695865631,82.74687194824219,82.88342475891113,52.72030608177185,-1.4275786456703188,1,1,0,0,1
Ganja city,Ganja,2004,19.7,8.932568,13.846058,4.000975,0,17,2.1184988021850586,119.59999,23,37,13,70.74912,10.03011,158.0899,20.848747,25.524868,15.746004,0,0,659.5369696617126,254.4,56,65,10,66.33182,11.976165,555.6182,21.399815,26.41573,16.346058,0,0,363.0514817237854,85.3,19,41,14,65.92511,11.364375,245.65152,13.180342,17.766973,9.046094,0,7,109.36398983001709,126.3,25,66,15,72.88707,8.980267,185.38338,53.78288269042969,16.308865802628652,83.99287414550781,92.5123233795166,53.66568947519575,-0.008228118995218529,0,1,0,0,1
Ganja city,Ganja,2005,18.5,8.771364,13.755074,3.7722867,0,13,13.301497459411621,125.8,23,38,10,71.68077,10.437515,157.08849,21.588398,26.086246,16.628933,0,0,739.9884600639343,243.60002,40,79,11,65.73018,11.330785,552.93585,21.759443,26.032944,17.542778,0,0,383.5594811439514,103.80001,26,34,6,67.51254,10.234286,226.74551,13.1182785,17.360928,9.426863,0,3,126.45098781585693,157.3,35,53,9,75.217026,8.76538,180.29152,54.85757064819336,12.714862711088998,79.07274436950684,83.47171592712402,49.55716138158526,-0.2550716888517576,0,1,0,0,1
Ganja city,Ganja,2006,21.5,9.910402,14.514911,5.3796635,0,4,8.857999324798584,108.9,26,35,8,74.74653,10.2269945,146.60434,23.007437,28.202505,17.224052,4,0,903.59246301651,208.1,30,92,29,62.010227,11.581348,621.07935,23.00873,28.326384,17.407536,4,0,452.0764846801758,66.2,13,48,29,60.87072,11.341378,270.27652,13.183021,17.27082,9.514774,0,10,131.486487865448,146.7,28,62,15,74.59264,9.071581,181.80823,37.26398277282715,19.42857142857143,86.08993148803711,95.7146167755127,53.54519795009068,0.36203723578959046,0,1,0,1,1
Goranboy district,Ganja,2000,11.9,9.950121,15.405073,4.436221,0,17,10.859498023986816,102.90001,19,42,12,67.60467,10.243987,178.3074,22.318346,27.358606,16.715921,6,0,838.765962600708,188.2,35,87,27,58.87966,12.507398,627.48987,22.190422,26.474747,17.70835,1,0,410.601478099823,69.90001,21,40,18,64.27522,12.043126,245.08319,12.194329,15.828513,9.047193,0,2,118.8704891204834,125.49999,32,59,18,78.2265,8.906439,159.42242,46.99919509887695,25.13313044139317,84.05764961242676,82.2109146118164,54.6520635168893,-0.9895241701620537,1,1,0,0,1
Goranboy district,Ganja,2001,12.4,10.745816,15.59114,5.815729,0,1,3.7539992332458496,173.70001,33,28,4,73.89401,10.665369,160.21638,21.418364,26.17649,16.169987,0,0,712.9474587440491,241.0,48,74,13,64.37073,11.966609,582.3491,21.917538,26.575563,17.16327,0,0,391.3159785270691,75.3,19,41,10,64.44401,11.784487,250.592,13.018436,17.55928,8.981257,0,10,137.517991065979,79.4,22,67,10,69.36884,9.536682,199.36378,24.194557189941406,14.924055634226118,84.16830253601074,88.16364059448242,48.07384268215724,-0.9158550091910849,1,0,0,0,1
Goranboy district,Ganja,2002,24.8,8.963509,13.273106,4.704254,0,4,0.0,165.0,31,29,5,74.03964,11.041138,138.90828,20.371698,24.770393,15.597223,0,0,643.4039602279663,396.8,67,54,8,69.07095,11.717817,524.00037,21.58974,26.050156,17.122286,0,0,371.25947856903076,151.1,30,30,8,69.82747,10.59405,225.80519,14.502503,19.31972,10.235653,0,2,183.30648708343506,67.9,20,70,18,72.27679,8.868624,202.98253,43.57661056518555,16.258373417173114,76.09163284301758,70.76103019714355,46.48148533412389,0.9111401828889432,0,1,0,0,0
Goranboy district,Ganja,2003,16.7,5.7543225,10.073928,1.4501555,0,21,0.0,163.7,27,34,5,77.54065,9.617107,126.04355,20.670158,25.122425,15.861859,0,0,636.8134608268738,223.59999,46,76,7,67.5696,10.747326,532.9391,20.856607,25.280483,16.325567,0,0,326.60798025131226,68.6,18,43,9,66.27054,10.841828,230.27841,13.38263,17.571367,9.555984,0,3,110.58398342132568,125.90001,32,59,8,73.788315,9.3627405,184.83257,60.0,16.15932695865631,82.74687194824219,82.88342475891113,52.72030608177185,-0.28230022484075273,0,1,0,0,1
Goranboy district,Ganja,2004,11.6,8.932568,13.846058,4.000975,0,17,2.1184988021850586,119.59999,23,37,13,70.74912,10.03011,158.0899,20.848747,25.524868,15.746004,0,0,659.5369696617126,254.4,56,65,10,66.33182,11.976165,555.6182,21.399815,26.41573,16.346058,0,0,363.0514817237854,85.3,19,41,14,65.92511,11.364375,245.65152,13.180342,17.766973,9.046094,0,7,109.36398983001709,126.3,25,66,15,72.88707,8.980267,185.38338,53.78288269042969,16.308865802628652,83.99287414550781,92.5123233795166,53.66568947519575,-1.033725666744635,1,1,0,0,1
Goranboy district,Ganja,2005,11.9,8.771364,13.755074,3.7722867,0,13,13.301497459411621,125.8,23,38,10,71.68077,10.437515,157.08849,21.588398,26.086246,16.628933,0,0,739.9884600639343,243.60002,40,79,11,65.73018,11.330785,552.93585,21.759443,26.032944,17.542778,0,0,383.5594811439514,103.80001,26,34,6,67.51254,10.234286,226.74551,13.1182785,17.360928,9.426863,0,3,126.45098781585693,157.3,35,53,9,75.217026,8.76538,180.29152,54.85757064819336,12.714862711088998,79.07274436950684,83.47171592712402,49.55716138158526,-0.9895241701620537,1,1,0,0,1
Goranboy district,Ganja,2006,11.3,9.910402,14.514911,5.3796635,0,4,8.857999324798584,108.9,26,35,8,74.74653,10.2269945,146.60434,23.007437,28.202505,17.224052,4,0,903.59246301651,208.1,30,92,29,62.010227,11.581348,621.07935,23.00873,28.326384,17.407536,4,0,452.0764846801758,66.2,13,48,29,60.87072,11.341378,270.27652,13.183021,17.27082,9.514774,0,10,131.486487865448,146.7,28,62,15,74.59264,9.071581,181.80823,37.26398277282715,19.42857142857143,86.08993148803711,95.7146167755127,53.54519795009068,-1.0779271633272163,1,1,0,1,1
Goranboy district,Ganja,2007,14.1,6.915423,11.105075,2.861631,0,11,0.0,179.6,31,28,4,75.97715,10.79698,126.69301,21.513975,26.213484,16.343973,0,0,728.7699599266052,310.19998,55,65,12,67.53715,11.593963,548.6259,22.393528,27.192781,17.518188,0,0,419.95548009872437,57.4,14,46,12,63.621952,12.018981,250.92863,13.725033,18.070269,9.852138,0,7,176.9089870452881,140.90001,25,66,17,72.647865,9.903081,194.8012,60.0,13.70435914652688,84.84573554992676,92.41382789611816,53.7975385080065,-0.6653798618897908,1,1,0,0,1
Goranboy district,Ganja,2008,14.4,12.670203,18.313272,6.833762,0,4,37.042494773864746,124.49999,23,35,7,69.29626,10.831573,191.05685,20.845037,25.221615,16.13462,0,0,677.7054681777954,332.6,59,61,16,67.85301,12.1618595,540.24774,21.746403,26.082125,17.353436,0,0,385.35148429870605,128.8,21,39,16,66.903694,11.857562,232.7426,13.289385,17.346094,9.645543,0,1,128.84298944473267,119.20001,26,65,20,76.21229,9.425612,175.41539,18.86531162261963,17.971869448253088,82.87672233581543,78.88152885437012,46.71379055159433,-0.6211783653072094,1,0,0,0,1
Goranboy district,Ganja,2009,18.7,7.8295956,12.769007,2.851795,0,11,0.0,126.9,23,38,13,69.67737,10.5554695,153.02226,20.964212,25.611042,15.793565,0,0,655.7159662246704,332.6,56,66,13,65.0661,11.656524,563.1912,19.256098,23.381302,15.152614,0,0,243.42247819900513,189.10004,25,35,12,70.53437,10.331967,209.51328,13.541858,17.467522,9.946094,0,4,84.48248672485352,173.0,25,65,18,77.487274,8.883539,178.76295,60.0,17.785630260195052,75.72072982788086,86.90652465820312,51.866449751172745,0.012376419043122715,0,1,0,0,1
Goranboy district,Ganja,2010,18.8,9.21344,13.469829,4.9329433,0,5,0.0,187.5,31,30,6,75.97819,11.245795,138.78897,22.511417,27.443972,17.002102,1,0,851.9069619178772,312.59998,54,67,16,66.02884,10.9725895,593.3966,22.517166,27.44032,17.409992,0,0,422.4344811439514,65.2,13,47,13,64.18764,11.498614,251.19913,14.702594,19.404884,10.639501,0,0,164.67598628997803,115.700005,21,70,22,73.31288,9.05194,195.21234,44.410400390625,11.011794761248996,85.11742210388184,67.9876564025879,46.799653054646086,0.0271102512373167,0,1,0,0,0
Goranboy district,Ganja,2011,22.0,7.9967737,12.572288,3.447697,0,14,0.0,129.4,24,37,8,74.43132,10.626895,137.2311,21.657793,25.970802,16.884216,3,0,743.059467792511,343.8,62,59,14,69.121765,11.29623,545.4552,20.253983,24.074745,16.523106,0,0,297.1619873046875,152.5,27,34,9,71.24696,10.425669,201.16959,10.946827,14.924115,7.284006,0,15,94.24299049377441,157.59999,30,61,9,75.14487,9.384329,170.60905,60.0,19.09702661037445,74.7836799621582,95.9420051574707,53.46521540641785,0.49859288145151737,0,1,0,0,1
Goranboy district,Ganja,2012,18.4,9.358762,14.6075325,4.0731063,0,21,11.838496208190918,84.700005,23,37,8,64.82791,10.550389,175.89287,22.210096,26.913889,17.039904,0,0,796.6584568023682,348.4,61,62,19,65.882126,11.960312,567.88324,21.904972,26.66409,16.984583,0,0,385.78447246551514,76.99999,14,47,18,66.57588,11.914023,245.26561,14.550283,18.594444,10.970268,0,0,136.3129825592041,135.6,32,58,9,78.06225,8.864229,179.19978,50.94158935546875,13.309934302738734,84.26546287536621,77.14327621459961,49.816342419215616,-0.03182507753945871,0,1,0,0,0
Goranboy district,Ganja,2013,15.1,10.122013,15.102614,5.1567135,0,7,12.351497650146484,99.0,23,37,8,70.523674,11.558083,166.06902,20.934502,25.322428,16.065517,0,0,650.5819640159607,327.6,51,70,7,67.336,11.207918,533.43756,20.63605,24.777203,16.508352,0,0,314.3554759025574,103.5,21,38,7,67.87467,11.393529,223.35443,13.065918,17.299938,9.213676,0,0,110.82448530197144,93.6,25,64,11,73.88824,9.316726,186.22783,43.35324478149414,15.470901799201965,80.69449043273926,75.42456817626953,48.213379793167114,-0.5180415399478531,1,1,0,0,0
Goranboy district,Ganja,2014,17.4,9.85982,14.817367,4.974746,0,5,8.551498413085938,133.70001,27,34,7,72.72126,10.941868,160.80699,23.333012,28.508198,17.604136,1,0,929.4084553718567,229.69998,52,69,8,59.796074,11.783683,626.3728,23.315388,28.42065,17.949335,1,0,472.92648363113403,76.6,23,36,8,60.60299,11.333542,268.04623,12.525238,16.390049,9.046094,0,2,139.9744896888733,140.79999,34,55,13,75.06367,9.017776,174.06601,40.1011962890625,5.178571428571429,83.19339561462402,80.90856742858887,45.18091181346348,-0.17916339948139645,0,1,0,0,1
Goranboy district,Ganja,2015,7.0,8.448311,13.017369,3.9444177,0,6,2.378999710083008,142.0,28,30,5,74.2466,11.251635,146.11859,22.797003,27.617144,17.350883,6,0,876.6304664611816,243.2,48,75,28,62.755814,12.2066345,614.64703,23.202545,28.17966,17.939499,5,0,461.1344804763794,57.1,13,48,19,61.621143,11.608177,265.83844,14.013241,18.458729,9.987852,0,0,196.26148653030396,115.000015,25,64,16,72.63223,9.230247,192.5084,52.011260986328125,23.66847667694092,85.92889595031738,74.90738868713379,54.28385690689087,-1.7114819476775487,1,1,0,0,0
Goranboy district,Ganja,2016,17.9,10.490831,15.240319,5.7083526,0,4,8.386998176574707,142.6,23,38,6,71.59075,10.492573,161.3839,21.891161,26.425678,16.998035,0,0,770.606960773468,329.2,58,62,16,67.633026,11.904147,558.73987,21.834038,26.421469,17.026382,0,0,393.20797634124756,69.2,15,44,16,65.72813,11.965075,248.62613,11.552824,15.511476,8.069171,0,11,104.38498735427856,144.60002,30,59,13,75.179405,9.43508,164.32217,33.39445877075195,13.326794818469455,83.99917030334473,95.95622444152832,49.93307150023325,-0.10549423851042758,0,1,0,0,1
Goranboy district,Ganja,2017,13.9,10.128689,15.307377,5.57623,0,0,6.225000381469727,43.4,8,50,13,62.34931,16.692554,180.67152,24.018614,29.554474,18.89756,15,0,1073.2999939918518,64.399994,15,108,37,51.734863,18.650305,687.0687,24.568853,30.030327,19.596724,4,0,576.4500026702881,31.500002,5,56,54,52.262028,17.877974,308.31705,14.811081,18.97033,11.222528,0,1,226.85000133514404,102.4,20,70,23,66.26037,13.491362,221.19481,25.808744430541992,53.964287757873535,87.96011352539062,65.78368186950684,61.712613105773926,-0.6948475262781783,1,0,1,1,0
Goranboy district,Ganja,2018,18.3,11.04375,15.577869,7.0327864,0,1,10.275000095367432,82.49999,18,42,8,68.727005,15.553748,164.74652,24.566093,30.045938,19.352438,22,0,1131.4999985694885,103.09999,20,103,28,51.888996,18.062107,693.39746,23.275375,28.395082,18.84836,0,0,495.4249949455261,44.599995,8,53,26,55.9745,16.900406,275.74634,15.169254,19.22912,11.677471,0,0,236.49999618530273,65.9,18,72,17,67.34054,13.089849,214.29314,22.20833396911621,47.0,86.16533470153809,60.128458404541014,57.000119266510005,-0.04655890973365217,0,0,1,1,0
Goranboy district,Ganja,2019,23.5,9.953757,14.585244,5.7959013,0,0,13.40000057220459,67.399994,21,39,8,64.797424,15.797249,159.51524,25.042292,30.736586,19.489021,13,0,1182.375,88.49999,15,106,27,49.376263,18.095915,719.40796,22.314003,27.362297,17.711475,4,0,429.82499504089355,66.0,10,50,27,54.955822,18.8142,283.9842,14.283081,19.018682,10.282967,0,3,167.94999742507935,62.199997,14,77,27,65.533516,12.910886,216.65497,26.974950790405273,38.42857435771397,85.03178977966309,59.684390258789065,53.879867834363665,0.719600364364424,0,1,1,0,0
Goranboy district,Ganja,2020,34.7,10.22295,15.147542,6.0368853,0,0,6.300000190734863,98.50001,15,46,13,66.37146,14.891785,158.55115,23.462923,29.03008,18.120733,10,0,1002.3249979019165,142.90001,23,98,33,52.9368,17.176287,668.77637,21.833199,26.847542,17.683605,0,0,412.69999837875366,60.7,13,48,15,62.13091,13.311434,234.94876,14.91662,19.109892,11.383515,0,1,218.97499752044678,51.8,14,75,16,69.8275,11.53803,202.83931,25.180334091186523,31.64285714285714,84.4668140411377,56.45250053405762,50.24211226327078,2.369789570114127,0,0,1,0,0
Goranboy district,Ganja,2021,27.8,10.660998,15.449181,6.3581963,0,7,44.72499942779541,66.00001,12,49,17,66.993256,15.890779,171.10094,25.197342,30.972765,19.554064,28,0,1211.9499959945679,53.6,12,111,34,48.783134,19.618607,761.7644,24.691084,30.04918,19.413935,13,0,566.824999332428,18.4,4,57,53,47.46423,19.010458,330.58792,14.098512,18.293957,10.486264,0,0,171.7000026702881,65.5,17,73,22,66.5243,13.838348,211.54037,39.760009765625,66.1428587777274,87.98080444335938,57.99235877990723,67.51424012592861,1.3531551487147564,0,1,1,1,0
Goranboy district,Ganja,2022,26.8,10.174044,15.431967,5.448361,0,14,46.499998569488525,54.3,13,48,17,58.504143,18.571077,188.79123,23.95381,29.826828,18.18618,15,0,1055.075002670288,95.9,19,104,34,49.17635,19.723246,736.0121,24.74713,30.522951,18.840164,9,0,560.0749988555908,12.400001,3,58,29,45.717148,19.163239,336.56754,15.952265,20.346153,12.001649,3,0,266.19999504089355,54.700005,14,76,31,62.111683,13.243396,236.19803,45.50637626647949,42.285713706697734,88.50080108642578,50.775399398803714,57.90679215839931,1.2058168267728187,0,1,1,1,0
Goranboy district,Ganja,2023,27.4,12.685418,17.964754,8.086886,0,0,28.174999237060547,51.999996,16,44,10,64.01126,15.431105,177.91643,23.296001,28.751623,18.232925,13,0,991.8000054359436,203.4,32,90,15,58.373352,16.49921,613.3209,23.051844,28.107376,18.388523,10,0,473.30000352859497,126.200005,17,42,15,61.804047,14.430801,246.07498,15.595397,20.222527,11.541758,0,1,170.7249984741211,114.59999,26,64,21,66.175095,14.755354,213.88298,8.76387882232666,29.178571428571427,85.84955787658691,74.74856758117676,49.95316289493016,1.2942198199379809,0,0,1,0,0
Goranboy district,Ganja,2024,28.6,12.066702,17.307377,7.0786886,0,3,60.90000057220459,69.7,12,49,20,66.91332,14.666017,179.6233,23.014044,28.371138,18.0561,5,0,958.5249981880188,229.09999,32,90,18,61.37605,17.41441,588.54364,23.01718,28.556557,18.232784,0,0,482.47499561309814,45.4,9,52,27,58.46203,15.643592,260.8542,14.1103735,18.643406,10.284066,0,0,197.3499994277954,132.50002,22,68,11,66.6957,13.422235,214.53024,20.38865566253662,16.464285714285715,86.34256172180176,67.06293449401855,45.60622132573808,1.4710258062683066,0,0,0,1,0
Goychay district,Ganja,2000,9.5,9.950121,15.405073,4.436221,0,17,10.859498023986816,102.90001,19,42,12,67.60467,10.243987,178.3074,22.318346,27.358606,16.715921,6,0,838.765962600708,188.2,35,87,27,58.87966,12.507398,627.48987,22.190422,26.474747,17.70835,1,0,410.601478099823,69.90001,21,40,18,64.27522,12.043126,245.08319,12.194329,15.828513,9.047193,0,2,118.8704891204834,125.49999,32,59,18,78.2265,8.906439,159.42242,46.99919509887695,25.13313044139317,84.05764961242676,82.2109146118164,54.6520635168893,-0.04739313681975375,0,1,0,0,1
Goychay district,Ganja,2001,8.6,10.745816,15.59114,5.815729,0,1,3.7539992332458496,173.70001,33,28,4,73.89401,10.665369,160.21638,21.418364,26.17649,16.169987,0,0,712.9474587440491,241.0,48,74,13,64.37073,11.966609,582.3491,21.917538,26.575563,17.16327,0,0,391.3159785270691,75.3,19,41,10,64.44401,11.784487,250.592,13.018436,17.55928,8.981257,0,10,137.517991065979,79.4,22,67,10,69.36884,9.536682,199.36378,24.194557189941406,14.924055634226118,84.16830253601074,88.16364059448242,48.07384268215724,-0.2606622525086465,0,0,0,0,1
Goychay district,Ganja,2002,12.6,8.963509,13.273106,4.704254,0,4,0.0,165.0,31,29,5,74.03964,11.041138,138.90828,20.371698,24.770393,15.597223,0,0,643.4039602279663,396.8,67,54,8,69.07095,11.717817,524.00037,21.58974,26.050156,17.122286,0,0,371.25947856903076,151.1,30,30,8,69.82747,10.59405,225.80519,14.502503,19.31972,10.235653,0,2,183.30648708343506,67.9,20,70,18,72.27679,8.868624,202.98253,43.57661056518555,16.258373417173114,76.09163284301758,70.76103019714355,46.48148533412389,0.687200483886432,0,1,0,0,0
Goychay district,Ganja,2003,9.8,5.7543225,10.073928,1.4501555,0,21,0.0,163.7,27,34,5,77.54065,9.617107,126.04355,20.670158,25.122425,15.861859,0,0,636.8134608268738,223.59999,46,76,7,67.5696,10.747326,532.9391,20.856607,25.280483,16.325567,0,0,326.60798025131226,68.6,18,43,9,66.27054,10.841828,230.27841,13.38263,17.571367,9.555984,0,3,110.58398342132568,125.90001,32,59,8,73.788315,9.3627405,184.83257,60.0,16.15932695865631,82.74687194824219,82.88342475891113,52.72030608177185,0.0236965684098773,0,1,0,0,1
Goychay district,Ganja,2004,9.6,8.932568,13.846058,4.000975,0,17,2.1184988021850586,119.59999,23,37,13,70.74912,10.03011,158.0899,20.848747,25.524868,15.746004,0,0,659.5369696617126,254.4,56,65,10,66.33182,11.976165,555.6182,21.399815,26.41573,16.346058,0,0,363.0514817237854,85.3,19,41,14,65.92511,11.364375,245.65152,13.180342,17.766973,9.046094,0,7,109.36398983001709,126.3,25,66,15,72.88707,8.980267,185.38338,53.78288269042969,16.308865802628652,83.99287414550781,92.5123233795166,53.66568947519575,-0.023696568409876877,0,1,0,0,1
Goychay district,Ganja,2005,11.6,8.771364,13.755074,3.7722867,0,13,13.301497459411621,125.8,23,38,10,71.68077,10.437515,157.08849,21.588398,26.086246,16.628933,0,0,739.9884600639343,243.60002,40,79,11,65.73018,11.330785,552.93585,21.759443,26.032944,17.542778,0,0,383.5594811439514,103.80001,26,34,6,67.51254,10.234286,226.74551,13.1182785,17.360928,9.426863,0,3,126.45098781585693,157.3,35,53,9,75.217026,8.76538,180.29152,54.85757064819336,12.714862711088998,79.07274436950684,83.47171592712402,49.55716138158526,0.45023479978766234,0,1,0,0,1
Goychay district,Ganja,2006,8.3,9.910402,14.514911,5.3796635,0,4,8.857999324798584,108.9,26,35,8,74.74653,10.2269945,146.60434,23.007437,28.202505,17.224052,4,0,903.59246301651,208.1,30,92,29,62.010227,11.581348,621.07935,23.00873,28.326384,17.407536,4,0,452.0764846801758,66.2,13,48,29,60.87072,11.341378,270.27652,13.183021,17.27082,9.514774,0,10,131.486487865448,146.7,28,62,15,74.59264,9.071581,181.80823,37.26398277282715,19.42857142857143,86.08993148803711,95.7146167755127,53.54519795009068,-0.33175195773827715,0,1,0,1,1
Goychay district,Ganja,2007,8.2,6.915423,11.105075,2.861631,0,11,0.0,179.6,31,28,4,75.97715,10.79698,126.69301,21.513975,26.213484,16.343973,0,0,728.7699599266052,310.19998,55,65,12,67.53715,11.593963,548.6259,22.393528,27.192781,17.518188,0,0,419.95548009872437,57.4,14,46,12,63.621952,12.018981,250.92863,13.725033,18.070269,9.852138,0,7,176.9089870452881,140.90001,25,66,17,72.647865,9.903081,194.8012,60.0,13.70435914652688,84.84573554992676,92.41382789611816,53.7975385080065,-0.3554485261481544,0,1,0,0,1
Goychay district,Ganja,2008,5.1,12.670203,18.313272,6.833762,0,4,37.042494773864746,124.49999,23,35,7,69.29626,10.831573,191.05685,20.845037,25.221615,16.13462,0,0,677.7054681777954,332.6,59,61,16,67.85301,12.1618595,540.24774,21.746403,26.082125,17.353436,0,0,385.35148429870605,128.8,21,39,16,66.903694,11.857562,232.7426,13.289385,17.346094,9.645543,0,1,128.84298944473267,119.20001,26,65,20,76.21229,9.425612,175.41539,18.86531162261963,17.971869448253088,82.87672233581543,78.88152885437012,46.71379055159433,-1.0900421468543402,1,0,0,0,1
Goychay district,Ganja,2009,13.1,7.8295956,12.769007,2.851795,0,11,0.0,126.9,23,38,13,69.67737,10.5554695,153.02226,20.964212,25.611042,15.793565,0,0,655.7159662246704,332.6,56,66,13,65.0661,11.656524,563.1912,19.256098,23.381302,15.152614,0,0,243.42247819900513,189.10004,25,35,12,70.53437,10.331967,209.51328,13.541858,17.467522,9.946094,0,4,84.48248672485352,173.0,25,65,18,77.487274,8.883539,178.76295,60.0,17.785630260195052,75.72072982788086,86.90652465820312,51.866449751172745,0.8056833259358168,0,1,0,0,1
Goychay district,Ganja,2010,18.2,9.21344,13.469829,4.9329433,0,5,0.0,187.5,31,30,6,75.97819,11.245795,138.78897,22.511417,27.443972,17.002102,1,0,851.9069619178772,312.59998,54,67,16,66.02884,10.9725895,593.3966,22.517166,27.44032,17.409992,0,0,422.4344811439514,65.2,13,47,13,64.18764,11.498614,251.19913,14.702594,19.404884,10.639501,0,0,164.67598628997803,115.700005,21,70,22,73.31288,9.05194,195.21234,44.410400390625,11.011794761248996,85.11742210388184,67.9876564025879,46.799653054646086,2.0142083148395415,0,1,0,0,0
Goychay district,Ganja,2011,4.5,7.9967737,12.572288,3.447697,0,14,0.0,129.4,24,37,8,74.43132,10.626895,137.2311,21.657793,25.970802,16.884216,3,0,743.059467792511,343.8,62,59,14,69.121765,11.29623,545.4552,20.253983,24.074745,16.523106,0,0,297.1619873046875,152.5,27,34,9,71.24696,10.425669,201.16959,10.946827,14.924115,7.284006,0,15,94.24299049377441,157.59999,30,61,9,75.14487,9.384329,170.60905,60.0,19.09702661037445,74.7836799621582,95.9420051574707,53.46521540641785,-1.232221557313602,1,1,0,0,1
